-35778.68168151229,-16873.161271124376,2733.1915822066912,-11110.434147570739,-7227.556610639251,-75508.55448417325,56395.99289352862,18314.069441102798,-12201.716917538206,57993.69968040341
-14916.358162548571,16809.546654347134,6084.743365391354,51303.542283950475,59872.35385357273,-93709.30588949524,54203.18699982616,-22629.547186060256,4829.27732598436,59317.93486251072
90320.11698904663,-22794.194942813105,-42057.622569695945,-63145.58788101082,-28515.208332804254,-43377.32437232392,12637.689106257018,-1866.5143466532645,24895.821982960355,3400.3975035426047
37376.807486015736,-3643.164594862832,3815.6283314914344,-7882.275038390973,-39981.02267551627,-17105.774409628746,17014.40990976094,22363.413449390548,41510.582886706914,93094.28366530013
15322.170505744292,-65652.79576300654,33288.16030684556,41711.831513521116,-27756.72002279073,14054.532943927015,33308.99335086229,11646.492559360067,2185.075109807385,132955.3283476699
56771.04164097471,35288.1030343668,-21014.17261301348,-53672.293215749036,-50507.10584885101,5878.816043673205,-40958.78847791793,-39440.65103944909,-923.7690505899363,127250.61100674859
-6067.214910992625,20160.199676744884,10185.13349823322,-63432.59026718333,2064.274866470476,-102710.92298902814,19310.485722647496,9289.95100871228,-46610.14538681558,41680.52863274431
39722.2613557928,-66672.25266093767,-37140.352893062685,-24860.322085991018,35197.7611648363,37359.34522573724,-21105.242926344195,87790.72517096909,-3780.4115472375142,47422.215990816694
39436.99291818317,12740.588945748077,30395.621771483908,-45029.50962235655,52546.39547377254,-42189.84843599939,-3138.101580825757,14691.697324583836,27837.37951655582,96150.08414019248
-4022.755139139588,3680.664448308028,-34600.51844668317,-30132.105048490354,-58919.110003460344,-74035.61623155145,-6355.789234077776,52702.07561827066,-78496.53193873992,69001.57364899838
4181.819842065018,-53355.545548188486,48767.27668916436,17591.94514429352,-43231.93103257481,-105784.85908876304,-10371.645128251701,14226.381746360064,18361.29160044692,2519.026481608362
-2830.801604927183,-25623.77570945233,-13799.089226630465,19664.340368648544,10804.377762196706,-13718.546506295559,-14874.282920696121,20351.006601680245,40331.921714851705,44662.80871337388
24917.65530520786,-31812.099477872183,-53208.322392308604,-44324.82222187468,-5571.568065547223,-59509.677289955864,16919.61161689552,26713.081296190627,-52382.2376188564,80921.93448540129
35900.33761588964,15097.810990793996,25413.988397159323,58163.47501416236,-57757.304263054044,-70705.36517716109,-44658.30445333988,75096.69874914963,-9075.016319893606,122024.86635774432
-37460.754550118145,-6757.364137011084,31436.86256661868,41330.69848880142,-33268.46156016744,-74011.27808325268,-32943.64497865865,13810.474270731038,20181.007003964754,17710.00407488878
9088.82631328811,-74882.11588547615,35529.09169100949,-33097.85332616531,32389.819454111133,-94627.7708029114,-1254.749823725706,-4858.396796538576,-8389.812102947504,18372.515165943838
1999.538125353578,-9968.08658539419,17633.277963233384,4310.623636367581,-6966.789110684573,-55033.613484358604,-11790.171277916837,45628.28195675849,3156.043017766706,14790.860270076679
13059.324053603128,-43890.542285347925,-38020.56922064445,-5336.939243752349,-16879.193137371854,-50033.04501951563,-23156.217474831687,-8410.389114051588,-82911.44902187039,57326.009112290994
29671.503932637534,-72662.08544763195,-30336.79455819171,-55843.14173293395,-48240.03628477776,-32246.116437367215,33594.50102795003,-23796.16410241667,-7055.321424121292,-17376.74158541771
18356.06388891985,-3770.1508430409494,3499.8757084254576,-38514.63793436179,-20507.96331505149,-73640.7592349953,-20453.66153768589,-140.26623516593827,43543.75747218478,32564.152475249757
